"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q2",4.115313,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q3",0.411535,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q4",7.754353,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.695473,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q2",2.966367,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q3",0.243142,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.817549,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.574354,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.585679,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q3",1.705316,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q4",4.431268,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q1",3.507191,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q2",3.652718,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q3",5.095154,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.752888,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q1",4.438858,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q2",-0.921015,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.628667,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.08811,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q1",1.824646,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q2",4.067033,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q3",2.873222,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q4",3.169893,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q1",3.017996,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q2",4.540629,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q3",2.130404,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.955228,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q1",1.143471,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q2",4.91697,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q3",6.039229,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q4",3.771243,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q1",-0.790242,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q2",3.038537,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.624088,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q4",4.755764,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q1",4.678412,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q2",0.594433,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q3",-2.665651,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q4",-1.542924,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.815654,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-0.591788,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q3",1.931559,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-2.609766,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q1",4.09997,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q2",2.228904,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q3",4.070699,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q4",1.612057,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.815628,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q2",2.056265,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q3",2.176252,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q4",3.215411,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q1",4.513098,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q2",2.671485,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q3",3.875114,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.720142,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q1",4.41181,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q2",2.207984,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.563929,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.528706,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q1",2.54671,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.341352,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.501969,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q4",2.98117,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q1",1.485985,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q2",4.033118,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q3",4.669878,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q4",1.377702,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q1",2.602221,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q2",5.145715,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.390412,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.854047,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q1",7.160801,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q2",-2.042605,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q3",3.966569,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q4",2.553869,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q1",-0.068204,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q2",1.358615,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q3",3.357488,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q4",3.487266,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q1",1.210425,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.753083,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q3",3.886683,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q4",1.592377,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q1",3.627197,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.436047,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q3",2.290148,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q4",2.334191,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q1",1.932648,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.659176,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q3",-0.002284,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q4",1.572058,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q1",1.98553,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q2",2.676775,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.636846,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q4",2.050209,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q1",2.853203,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.77394,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.356247,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q4",4.076456,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q1",2.213363,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q2",2.037632,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q3",1.817894,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q4",1.775852,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q1",2.0672,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.824304,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.684621,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.458218,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.593567,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q2",3.450609,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.781035,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q4",-0.562712,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-7.022342,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.648084,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.517303,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q4",2.339715,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q1",3.04318,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q2",4.517302,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q3",2.602457,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q4",2.991074,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.700056,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.46065,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",2.870641,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.747609,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.95041,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",1.550677,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.522912,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.432986,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.31042,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",2.007175,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.937701,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.901539,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.68474,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.018653,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.618451,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.570217,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.278554,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.687245,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.31188,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.585353,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.789344,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.849261,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.341676,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.991401,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.813501,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.553998,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.643197,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.646814,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.661665,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.61518,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.104841,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.923413,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.469677,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.497236,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.853314,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.335256,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",0.095851,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.457818,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.842337,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.427146,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",2.209127,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.736918,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.989358,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.014242,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.963269,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.650279,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.709988,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.578276,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.617175,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.503973,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.342611,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.626625,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.709038,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.983726,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.844565,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.904002,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.110454,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.589767,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.656176,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.310676,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.77931,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.431937,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.218463,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.658967,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.509007,
"AUS","QGDP","TOT","PC_CHGPP","Q","1960-Q2",2.819686,
"AUS","QGDP","TOT","PC_CHGPP","Q","1960-Q3",0.157607,
"AUS","QGDP","TOT","PC_CHGPP","Q","1960-Q4",-0.321012,
"AUS","QGDP","TOT","PC_CHGPP","Q","1961-Q1",0.194175,
"AUS","QGDP","TOT","PC_CHGPP","Q","1961-Q2",-1.161215,
"AUS","QGDP","TOT","PC_CHGPP","Q","1961-Q3",-0.610543,
"AUS","QGDP","TOT","PC_CHGPP","Q","1961-Q4",1.207737,
"AUS","QGDP","TOT","PC_CHGPP","Q","1962-Q1",2.827214,
"AUS","QGDP","TOT","PC_CHGPP","Q","1962-Q2",1.901826,
"AUS","QGDP","TOT","PC_CHGPP","Q","1962-Q3",0.828809,
"AUS","QGDP","TOT","PC_CHGPP","Q","1962-Q4",1.777491,
"AUS","QGDP","TOT","PC_CHGPP","Q","1963-Q1",2.274067,
"AUS","QGDP","TOT","PC_CHGPP","Q","1963-Q2",-1.330067,
"AUS","QGDP","TOT","PC_CHGPP","Q","1963-Q3",4.119932,
"AUS","QGDP","TOT","PC_CHGPP","Q","1963-Q4",2.123631,
"AUS","QGDP","TOT","PC_CHGPP","Q","1964-Q1",-0.108506,
"AUS","QGDP","TOT","PC_CHGPP","Q","1964-Q2",2.5176,
"AUS","QGDP","TOT","PC_CHGPP","Q","1964-Q3",0.603549,
"AUS","QGDP","TOT","PC_CHGPP","Q","1964-Q4",2.803664,
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q1",0.811806,
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q2",1.562942,
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q3",-0.246982,
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q4",0.217121,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q1",-0.314206,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q2",1.35738,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q3",2.886557,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q4",0.620346,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q1",3.889293,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q2",-0.152732,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q3",1.938347,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q4",0.835052,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q1",-0.924695,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q2",3.87204,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q3",1.287089,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q4",3.733734,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q1",-0.638763,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q2",2.047031,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.738644,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q4",2.170282,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q1",2.038457,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q2",1.83557,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q3",-0.484436,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q4",2.088876,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q1",-0.281379,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q2",0.473444,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q3",3.328653,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q4",-0.235313,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q1",-1.046781,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.166522,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q3",-0.566091,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.035859,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q1",2.595053,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q2",0.184244,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q3",0.98696,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q4",2.526969,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q1",0.011841,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q2",-2.037313,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.289766,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q4",0.017046,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q1",0.357055,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q2",3.116296,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q3",-1.10262,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q4",-1.459629,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q1",4.389671,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q2",0.509143,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.705484,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.833293,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q1",-0.559926,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q2",1.430827,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q3",-0.437976,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q4",-0.331704,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.721083,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.923617,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.413282,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q4",0.826313,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q1",2.816171,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q2",-1.623105,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.952697,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.915037,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.399985,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q2",0.288944,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q3",0.573312,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q4",1.711578,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q1",0.385488,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q2",1.504148,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q3",2.059107,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.428134,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q1",-0.832475,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.962058,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.705921,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q4",-1.564897,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q1",-0.998084,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q2",-0.243174,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q3",3.069477,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q4",1.44318,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q1",2.574769,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q2",0.883982,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.080517,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.730406,
"AUS","QGDP","TOT","PC_CHGPP","Q","1985-Q1",1.302488,
"AUS","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.285551,
"AUS","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.491729,
"AUS","QGDP","TOT","PC_CHGPP","Q","1985-Q4",-0.311014,
"AUS","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.60797,
"AUS","QGDP","TOT","PC_CHGPP","Q","1986-Q2",-0.165142,
"AUS","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.281818,
"AUS","QGDP","TOT","PC_CHGPP","Q","1986-Q4",1.70937,
"AUS","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.953845,
"AUS","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.620139,
"AUS","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.813285,
"AUS","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.94201,
"AUS","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.376264,
"AUS","QGDP","TOT","PC_CHGPP","Q","1988-Q2",0.338324,
"AUS","QGDP","TOT","PC_CHGPP","Q","1988-Q3",0.784707,
"AUS","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.369909,
"AUS","QGDP","TOT","PC_CHGPP","Q","1989-Q1",1.144164,
"AUS","QGDP","TOT","PC_CHGPP","Q","1989-Q2",2.035872,
"AUS","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.901475,
"AUS","QGDP","TOT","PC_CHGPP","Q","1989-Q4",-0.395906,
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.888515,
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q2",0.073871,
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-0.461746,
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q4",0.578019,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-1.397263,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q2",-0.185088,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.358642,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.18371,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.84658,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.718949,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.933374,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q4",1.990722,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.89052,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.475895,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.128132,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.853797,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.751127,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.146846,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.98374,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.461913,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.280462,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.695693,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q3",1.813924,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.412612,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.871346,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.238637,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.223656,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.691531,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.318988,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q2",3.104149,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.082156,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.490219,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.342197,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.456303,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.726716,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.389406,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.752141,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.564992,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.012519,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.196514,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.190376,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.64529,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.031833,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.312987,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.068472,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.865436,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.038896,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.141974,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.815086,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.5655,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.360874,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.869297,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.014955,
